code,name,city,prov,nation,lat,lon,risk
2392A,环保局,濮阳市,河南省,中国,35.7636,115.0312,0
2393A,紭天威,濮阳市,河南省,中国,35.767,114.9906,0
2394A,油田运输公司,濮阳市,河南省,中国,35.7609,115.0574,0
2395A,油田物探公司,濮阳市,河南省,中国,35.7754,115.0866,0
2396A,监测站,许昌市,河南省,中国,34.0159,113.8276,0
2397A,环保局,许昌市,河南省,中国,34.0314,113.8208,0
2398A,开发区,许昌市,河南省,中国,33.9953,113.7906,0
2399A,三五一五工厂,漯河市,河南省,中国,33.5699,114.051,0
2400A,漯河大学,漯河市,河南省,中国,33.5698,114.0055,0
2401A,市水利局,漯河市,河南省,中国,33.5828,114.0138,0
2402A,市广电局,漯河市,河南省,中国,33.5698,114.0261,0
2403A,环保局,南阳市,河南省,中国,32.9917,112.5192,0
2404A,瓦房庄,南阳市,河南省,中国,33.0086,112.5339,2
2405A,汉画馆,南阳市,河南省,中国,32.9735,112.5003,0
2406A,气象站,南阳市,河南省,中国,33.0144,112.5779,3
2407A,理工学院,南阳市,河南省,中国,32.9692,112.548,0
2408A,环境监测站,商丘市,河南省,中国,34.4285,115.6702,0
2409A,粮食局,商丘市,河南省,中国,34.4045,115.6458,3
2410A,睢阳区环保局,商丘市,河南省,中国,34.3948,115.6293,2
2411A,第三人民医院(20190220停运),商丘市,河南省,中国,34.402,115.6578,0
2420A,市一纸厂,驻马店市,河南省,中国,32.9656,114.0189,0
2421A,市彩印厂,驻马店市,河南省,中国,33.015,114.0114,0
2422A,天方二分厂,驻马店市,河南省,中国,32.9771,113.9976,0
2423A,沈家营,黄石市,湖北省,中国,30.2313,115.0601,0
2424A,陈家湾,黄石市,湖北省,中国,30.2006,115.0817,0
2425A,新下陆,黄石市,湖北省,中国,30.1765,114.9551,0
2426A,铁山,黄石市,湖北省,中国,30.2019,114.8988,0
2427A,团城山,黄石市,湖北省,中国,30.2092,115.0307,0
2428A,武当山(对照点),十堰市,湖北省,中国,32.395,111.0419,0
2429A,滨河新村,十堰市,湖北省,中国,32.6494,110.78,0
2430A,刘家沟,十堰市,湖北省,中国,32.6389,110.7258,0
2431A,铁二处,十堰市,湖北省,中国,32.5714,110.8839,0
2432A,襄城运动路,襄阳市,湖北省,中国,32.0197,112.155,0
2433A,樊城新华路,襄阳市,湖北省,中国,32.0564,112.1392,0
2434A,高新管委会,襄阳市,湖北省,中国,32.1142,112.1825,0
2435A,襄州航空路,襄阳市,湖北省,中国,32.0903,112.2106,0
2436A,市政府,鄂州市,湖北省,中国,30.3994,114.8938,0
2437A,赵家坝,鄂州市,湖北省,中国,30.3714,114.8989,0
2438A,凡口开发区,鄂州市,湖北省,中国,30.4133,114.8131,0
2439A,竹园小学,荆门市,湖北省,中国,31.0481,112.2014,0
2440A,掇刀,荆门市,湖北省,中国,30.9891,112.1969,0
2441A,石化一小,荆门市,湖北省,中国,31.0386,112.2213,0
2442A,市政府,荆门市,湖北省,中国,31.0375,112.1931,0
2443A,文化路,孝感市,湖北省,中国,30.9285,113.9153,0
2444A,东城区,孝感市,湖北省,中国,30.9075,113.942,0
2445A,大洲岛,黄冈市,湖北省,中国,30.4522,114.8857,0
2446A,职工中心,黄冈市,湖北省,中国,30.4742,114.9028,0
2447A,森林公园(对照点),咸宁市,湖北省,中国,29.8142,114.3175,2
2448A,市发改委,咸宁市,湖北省,中国,29.8454,114.3107,3
2449A,咸安区政府,咸宁市,湖北省,中国,29.8566,114.2936,0
2450A,长江产业园,咸宁市,湖北省,中国,29.8683,114.3375,0
2451A,市委党校,随州市,湖北省,中国,31.7275,113.3583,0
2452A,市林业局,随州市,湖北省,中国,31.6908,113.3833,0
2453A,市立交桥水厂,随州市,湖北省,中国,31.7308,113.3983,0
2454A,湖北民院,恩施土家族苗族自治州,湖北省,中国,30.2981,109.4978,0
2455A,州电力总公司,恩施土家族苗族自治州,湖北省,中国,30.2798,109.4707,0
2456A,原169医院(对照点),衡阳市,湖南省,中国,26.9167,112.5003,0
2457A,衡阳化工总厂,衡阳市,湖南省,中国,26.9258,112.6194,0
2458A,珠晖区环保局,衡阳市,湖南省,中国,26.8956,112.6211,0
2459A,市委党校,衡阳市,湖南省,中国,26.8733,112.6197,0
2460A,市监测站,衡阳市,湖南省,中国,26.8919,112.6006,0
2461A,真空机电公司,衡阳市,湖南省,中国,26.9056,112.5664,0
2462A,市水土所(对照点),邵阳市,湖南省,中国,27.3033,111.5239,0
2463A,市一中,邵阳市,湖南省,中国,27.2317,111.4733,0
2464A,市化工厂,邵阳市,湖南省,中国,27.2442,111.5283,4
2465A,市罐头厂,邵阳市,湖南省,中国,27.2537,111.4503,0
2466A,市环保局,邵阳市,湖南省,中国,27.2272,111.4328,0
2467A,甘溪港(对照点),益阳市,湖南省,中国,28.6428,112.4067,0
2468A,市环保局,益阳市,湖南省,中国,28.5808,112.3458,0
2469A,市特殊教育学校,益阳市,湖南省,中国,28.5531,112.3437,0
2470A,资阳区政务中心,益阳市,湖南省,中国,28.6047,112.3347,0
2471A,赫山环保分局,益阳市,湖南省,中国,28.5819,112.3744,0
2472A,马头岭(对照点),郴州市,湖南省,中国,25.9061,113.0073,0
2473A,市职中,郴州市,湖南省,中国,25.8226,113.0116,0
2474A,兴隆步行街,郴州市,湖南省,中国,25.8001,113.0161,2
2475A,市审计局,郴州市,湖南省,中国,25.8071,113.0383,0
2476A,市环保局,郴州市,湖南省,中国,25.7759,113.0348,0
2477A,零陵南津渡(对照点),永州市,湖南省,中国,26.2081,111.6217,0
2478A,市环境监测站,永州市,湖南省,中国,26.4214,111.6156,0
2479A,零陵区环保局,永州市,湖南省,中国,26.2331,111.6236,0
2480A,永州市环保局,永州市,湖南省,中国,26.4364,111.5992,0
2481A,冷水滩区环保局,永州市,湖南省,中国,26.4519,111.5989,0
2482A,林科所(对照点),怀化市,湖南省,中国,27.5721,109.5981,0
2483A,河西地税局,怀化市,湖南省,中国,27.5444,109.9453,0
2484A,市四医院,怀化市,湖南省,中国,27.5342,109.9781,0
2485A,监测楼,怀化市,湖南省,中国,27.5578,109.9972,0
2486A,市委党校,怀化市,湖南省,中国,27.583,110.0394,0
2487A,电视发射台(对照点),娄底市,湖南省,中国,27.8901,111.9589,0
2488A,市监测站,娄底市,湖南省,中国,27.725,111.9975,0
2489A,市委党校,娄底市,湖南省,中国,27.7314,112.0194,0
2490A,涟钢,娄底市,湖南省,中国,27.7569,111.9561,0
2491A,市政府,娄底市,湖南省,中国,27.7044,111.9892,0
2492A,跃进水库(对照点),湘西土家族苗族自治州,湖南省,中国,28.2558,109.6414,0
2493A,州政府,湘西土家族苗族自治州,湖南省,中国,28.3169,109.7325,0
2494A,吉首市计生局,湘西土家族苗族自治州,湖南省,中国,28.2675,109.6958,0
2495A,市逸夫小学,梧州市,广西壮族自治区,中国,23.4832,111.3014,0
2496A,市十一中,梧州市,广西壮族自治区,中国,23.4794,111.3239,0
2497A,龙圩,梧州市,广西壮族自治区,中国,23.4189,111.247,2
2498A,龙新,梧州市,广西壮族自治区,中国,23.4835,111.2711,2
2499A,沙万,防城港市,广西壮族自治区,中国,21.6158,108.3411,0
2500A,防城档案局,防城港市,广西壮族自治区,中国,21.7731,108.3514,0
2501A,大海花园,防城港市,广西壮族自治区,中国,21.6414,108.3506,0
2502A,市环保站,钦州市,广西壮族自治区,中国,21.9667,108.6236,0
2503A,沙埠小学,钦州市,广西壮族自治区,中国,21.9481,108.6549,0
2504A,港区一小,钦州市,广西壮族自治区,中国,21.7431,108.5989,0
2505A,德智高中(对照点),贵港市,广西壮族自治区,中国,23.1478,109.568,0
2506A,江南子站,贵港市,广西壮族自治区,中国,23.0666,109.6047,0
2507A,贵城子站,贵港市,广西壮族自治区,中国,23.0948,109.6014,0
2508A,荷城子站,贵港市,广西壮族自治区,中国,23.1065,109.5669,0
2509A,寒山水库(对照点),玉林市,广西壮族自治区,中国,22.7019,110.1106,0
2510A,市监测站,玉林市,广西壮族自治区,中国,22.6411,110.1675,0
2511A,南江一中,玉林市,广西壮族自治区,中国,22.6164,110.1433,0
2512A,市监测站,百色市,广西壮族自治区,中国,23.9011,106.6103,0
2513A,市中心血站,百色市,广西壮族自治区,中国,23.8859,106.6538,0
2514A,环保小区,贺州市,广西壮族自治区,中国,24.4172,111.5264,0
2515A,政协大楼,贺州市,广西壮族自治区,中国,24.4078,111.5608,0
2516A,东仁乐园(对照点),河池市,广西壮族自治区,中国,24.715,108.2011,0
2517A,市环保站,河池市,广西壮族自治区,中国,24.6947,108.0497,0
2518A,市疾控中心,河池市,广西壮族自治区,中国,24.6989,108.0983,0
2519A,来宾二中,来宾市,广西壮族自治区,中国,23.7361,109.2328,2
2520A,来宾技工学校,来宾市,广西壮族自治区,中国,23.7256,109.2203,0
2521A,市环保局江州分局,崇左市,广西壮族自治区,中国,22.4136,107.3476,0
2522A,城南新区,崇左市,广西壮族自治区,中国,22.3707,107.3702,0
2523A,黑石坡(对照点),广元市,四川省,中国,32.4535,105.8945,0
2524A,老城,广元市,四川省,中国,32.4444,105.821,0
2525A,南坝,广元市,四川省,中国,32.4246,105.8153,0
2526A,监测站,广元市,四川省,中国,32.4287,105.8628,0
2527A,石溪浩(对照点),遂宁市,四川省,中国,30.5678,105.5453,0
2528A,市监测站,遂宁市,四川省,中国,30.5232,105.5582,11
2529A,行政中心,遂宁市,四川省,中国,30.5366,105.5861,11
2530A,美宁食品公司,遂宁市,四川省,中国,30.4728,105.5918,0
2531A,市监测站,内江市,四川省,中国,29.61,105.0703,4
2532A,东兴区政府,内江市,四川省,中国,29.5947,105.0717,0
2533A,内江二中,内江市,四川省,中国,29.5817,105.0653,0
2534A,内江日报社,内江市,四川省,中国,29.5822,105.0406,0
2535A,花湖湾(对照点),乐山市,四川省,中国,29.5462,103.7723,0
2536A,牛耳桥,乐山市,四川省,中国,29.5844,103.7627,0
2537A,市第三水厂,乐山市,四川省,中国,29.6006,103.7508,0
2538A,市监测站,乐山市,四川省,中国,29.5664,103.7571,0
2539A,黑龙滩水库(对照点),眉山市,四川省,中国,30.0478,104.0308,0
2540A,气象局,眉山市,四川省,中国,30.0874,103.8416,0
2541A,旭光小区,眉山市,四川省,中国,30.0691,103.8495,0
2542A,市监测站,眉山市,四川省,中国,30.062,103.8341,0
2543A,小平旧居(对照点),广安市,四川省,中国,30.5278,106.6308,0
2544A,市委,广安市,四川省,中国,30.4576,106.6303,0
2545A,友谊中学,广安市,四川省,中国,30.4663,106.6271,0
2546A,人工湖,广安市,四川省,中国,30.4844,106.6406,0
2547A,广电花园,广安市,四川省,中国,30.4551,106.6388,0
2548A,达州职业技术学院(对照点),达州市,四川省,中国,31.2827,107.5277,0
2549A,市环境监测站,达州市,四川省,中国,31.2186,107.5086,2
2550A,凤凰小区,达州市,四川省,中国,31.2132,107.4988,0
2551A,达县机关宾馆,达州市,四川省,中国,31.1986,107.5082,0
2552A,市政中心,达州市,四川省,中国,31.2124,107.4644,0
2553A,大兴526台(对照点),雅安市,四川省,中国,30.0125,103.009,0
2554A,建安厂,雅安市,四川省,中国,30.02,103.0475,5
2555A,市政府,雅安市,四川省,中国,29.9833,103.0111,0
2556A,川农大,雅安市,四川省,中国,29.9775,102.9905,0
2557A,南龛公园,巴中市,四川省,中国,31.8475,106.7583,0
2558A,市环保局,巴中市,四川省,中国,31.8711,106.7389,0
2559A,巴中中学,巴中市,四川省,中国,31.8531,106.7594,0
2560A,市六中,巴中市,四川省,中国,31.8456,106.7608,0
2561A,莲花山(对照点),资阳市,四川省,中国,30.1372,104.6617,0
2562A,资阳中学,资阳市,四川省,中国,30.1506,104.6356,0
2563A,四三一厂,资阳市,四川省,中国,30.1383,104.6295,0
2564A,师范校,资阳市,四川省,中国,30.1146,104.6463,0
2565A,区法院,资阳市,四川省,中国,30.1256,104.6296,0
2566A,州农科所(对照点),阿坝藏族羌族自治州,四川省,中国,31.914,102.1879,0
2567A,州监测站,阿坝藏族羌族自治州,四川省,中国,31.9037,102.224,0
2568A,马师校,阿坝藏族羌族自治州,四川省,中国,31.8896,102.2502,2
2569A,将军桥,甘孜藏族自治州,四川省,中国,30.0506,101.9628,0
2570A,水桥子,甘孜藏族自治州,四川省,中国,30.0475,101.9603,0
2571A,青龙寺(对照点),凉山彝族自治州,四川省,中国,27.8099,102.3431,0
2572A,邛海宾馆,凉山彝族自治州,四川省,中国,27.8415,102.2721,0
2573A,西昌市政府,凉山彝族自治州,四川省,中国,27.898,102.2625,0
2574A,凉山州政府,凉山彝族自治州,四川省,中国,27.8851,102.2685,0
2575A,长安,凉山彝族自治州,四川省,中国,27.8914,102.237,0
2576A,窑上(对照点),六盘水市,贵州省,中国,26.5892,104.8,0
2577A,黄土坡,六盘水市,贵州省,中国,26.5917,104.83,0
2578A,水钢,六盘水市,贵州省,中国,26.5939,104.89,0
2579A,民中,六盘水市,贵州省,中国,26.5894,104.8475,0
2580A,双水,六盘水市,贵州省,中国,26.5506,104.9544,0
2581A,虹机厂子校,安顺市,贵州省,中国,26.2611,105.9556,0
2582A,市一中,安顺市,贵州省,中国,26.255,105.9278,0
2583A,铁路子校,安顺市,贵州省,中国,26.2358,105.9394,0
2584A,龙岩子校,安顺市,贵州省,中国,26.2392,105.8853,0
2585A,铜仁卫校,铜仁市,贵州省,中国,27.7344,109.1839,0
2586A,铜仁七中,铜仁市,贵州省,中国,27.6944,109.1753,3
2587A,八中,毕节市,贵州省,中国,27.3125,105.2864,0
2588A,师专,毕节市,贵州省,中国,27.2944,105.31,0
2589A,场坝街,黔西南布依族苗族自治州,贵州省,中国,25.0925,104.9022,0
2590A,坪东大道,黔西南布依族苗族自治州,贵州省,中国,25.0992,104.8811,0
2591A,市环境监测站,黔东南苗族侗族自治州,贵州省,中国,26.5747,107.9783,0
2592A,马坡井小学,黔东南苗族侗族自治州,贵州省,中国,26.5663,107.9522,12
2593A,小围寨,黔南布依族苗族自治州,贵州省,中国,26.2403,107.5228,0
2594A,市环境监测站,保山市,云南省,中国,25.1081,99.1678,0
2595A,市环保局,保山市,云南省,中国,25.1328,99.1711,0
2596A,监测站,昭通市,云南省,中国,27.3736,103.7667,7
2597A,环保局,昭通市,云南省,中国,27.3361,103.7225,0
2598A,西南郊(对照点),丽江市,云南省,中国,26.8576,100.2143,0
2599A,丽江古城,丽江市,云南省,中国,26.8802,100.2497,0
2600A,市中心,丽江市,云南省,中国,26.8906,100.2203,0
2601A,市环保局,普洱市,云南省,中国,22.7633,100.98,0
2602A,普洱第二中学,普洱市,云南省,中国,22.8322,100.9817,0
2603A,市环保局,临沧市,云南省,中国,23.8982,100.0781,2
2604A,市气象局,临沧市,云南省,中国,23.8822,100.0894,2
2605A,州环境监测站,楚雄彝族自治州,云南省,中国,25.0441,101.5482,0
2606A,市经济开发区,楚雄彝族自治州,云南省,中国,25.0492,101.538,0
2607A,雨过铺,红河哈尼族彝族自治州,云南省,中国,23.4626,103.3113,0
2608A,污水处理厂,红河哈尼族彝族自治州,云南省,中国,23.3993,103.3772,0
2609A,监测站,红河哈尼族彝族自治州,云南省,中国,23.35,103.3861,7
2610A,州水务局,文山壮族苗族自治州,云南省,中国,23.3594,104.2533,0
2611A,市便民服务中心,文山壮族苗族自治州,云南省,中国,23.3892,104.2319,0
2612A,景洪市江南,西双版纳傣族自治州,云南省,中国,22.0019,100.7939,0
2613A,景洪市江北,西双版纳傣族自治州,云南省,中国,22.0225,100.8017,0
2614A,大理市环境监测站,大理白族自治州,云南省,中国,25.7054,100.1542,0
2615A,大理古城,大理白族自治州,云南省,中国,25.5811,100.2171,0
2616A,德宏州监测站,德宏傣族景颇族自治州,云南省,中国,24.428,98.5842,0
2617A,芒市建设局(停运200103),德宏傣族景颇族自治州,云南省,中国,24.441,98.578,0
2618A,州监测站,怒江傈僳族自治州,云南省,中国,25.8567,98.8601,0
2619A,泸水一中,怒江傈僳族自治州,云南省,中国,25.8417,98.8546,0
2620A,古城（20180930停运）,迪庆藏族自治州,云南省,中国,27.8136,99.7064,0
2621A,迪庆州站,迪庆藏族自治州,云南省,中国,27.8317,99.7056,0
2622A,昌都监测站,西藏自治区,西藏自治区,中国,31.1273,97.1806,0
2623A,昌都地区昌都坝(停运200514),西藏自治区,西藏自治区,中国,31.1254,97.1809,0
2624A,山南监测站,西藏自治区,西藏自治区,中国,29.2313,91.7608,0
2625A,山南人民医院,西藏自治区,西藏自治区,中国,29.2436,91.7706,2
2626A,日喀则监测站,西藏自治区,西藏自治区,中国,29.2718,88.8876,0
2627A,日喀则鸿达公司,西藏自治区,西藏自治区,中国,29.2365,88.8931,0
2628A,那曲监测站,西藏自治区,西藏自治区,中国,31.4846,92.0657,0
2629A,那曲嘉兴医院,西藏自治区,西藏自治区,中国,31.4733,92.0505,0
2630A,阿里监测站,西藏自治区,西藏自治区,中国,32.5,80.1161,0
2631A,阿里地委(20181130停用),西藏自治区,西藏自治区,中国,32.5039,80.0895,0
2632A,林芝监测站,西藏自治区,西藏自治区,中国,29.6376,94.3681,0
2633A,林芝人民医院,西藏自治区,西藏自治区,中国,29.6616,94.3616,0
2634A,汉川机床厂子校(对照点),汉中市,陕西省,中国,33.1842,106.9893,0
2635A,市监测站,汉中市,陕西省,中国,33.0706,107.0154,0
2636A,鑫源开发区,汉中市,陕西省,中国,33.1138,107.0089,0
2637A,南郑大河坎水厂,汉中市,陕西省,中国,33.0323,107.007,0
2638A,红石峡森林公园(对照点),榆林市,陕西省,中国,38.3344,109.7414,0
2639A,世纪广场,榆林市,陕西省,中国,38.2911,109.7456,0
2640A,实验中学,榆林市,陕西省,中国,38.2839,109.7289,0
2641A,环保监测大楼,榆林市,陕西省,中国,38.2478,109.7336,0
2642A,香溪洞(对照点),安康市,陕西省,中国,32.6537,109.0318,0
2643A,安康市监测站,安康市,陕西省,中国,32.6939,109.0281,0
2644A,汉滨区检察院,安康市,陕西省,中国,32.6975,109.0072,0
2645A,监测站,商洛市,陕西省,中国,33.8715,109.9154,0
2646A,东龙山气象局,商洛市,陕西省,中国,33.8509,109.966,0
2647A,第三小学,白银市,甘肃省,中国,36.5446,104.1724,0
2648A,动力公司,白银市,甘肃省,中国,36.5482,104.1465,3
2649A,麦积山(对照点),天水市,甘肃省,中国,34.343,106.0055,0
2650A,公园小学,天水市,甘肃省,中国,34.5786,105.7205,0
2651A,麦积国土局,天水市,甘肃省,中国,34.5538,105.8945,0
2652A,监测站,武威市,甘肃省,中国,37.9251,102.6201,0
2653A,雷台(190211停运),武威市,甘肃省,中国,37.9358,102.6469,0
2654A,润泉湖,张掖市,甘肃省,中国,38.9524,100.4698,0
2655A,区工会,张掖市,甘肃省,中国,38.9422,100.4154,0
2656A,聚贤嘉苑,平凉市,甘肃省,中国,35.5461,106.6692,0
2657A,博物馆,平凉市,甘肃省,中国,35.5307,106.7021,0
2658A,仓门街子站,酒泉市,甘肃省,中国,39.7443,98.5061,0
2659A,油田生活基地,酒泉市,甘肃省,中国,39.7256,98.4989,0
2660A,区环保局(对照点),庆阳市,甘肃省,中国,35.7289,107.6831,0
2661A,庆阳五中,庆阳市,甘肃省,中国,35.7357,107.6325,0
2662A,市环保局,庆阳市,甘肃省,中国,35.7067,107.6364,0
2663A,东关小学,定西市,甘肃省,中国,35.5734,104.6241,0
2664A,供电公司,定西市,甘肃省,中国,35.5934,104.6194,0
2665A,汉王镇固水子(对照点),陇南市,甘肃省,中国,33.3261,105.0822,0
2666A,市林业局,陇南市,甘肃省,中国,33.3706,104.9583,12
2667A,环保局,临夏回族自治州,甘肃省,中国,35.5993,103.2069,0
2668A,建设大厦,临夏回族自治州,甘肃省,中国,35.6057,103.2417,0
2669A,州政府,甘南藏族自治州,甘肃省,中国,34.9841,102.9099,0
2670A,平安县,海东市,青海省,中国,36.4997,102.1086,0
2671A,海晏县西海镇,海北藏族自治州,青海省,中国,36.9639,100.9048,0
2672A,同仁县隆务镇,黄南藏族自治州,青海省,中国,35.5102,102.0199,0
2673A,共和县恰卜恰镇,海南藏族自治州,青海省,中国,36.2866,100.6188,0
2674A,玛沁县大武镇,果洛藏族自治州,青海省,中国,34.4714,100.2561,0
2675A,玉树县结古镇,玉树藏族自治州,青海省,中国,33.0014,97.0,0
2676A,德令哈市,海西蒙古族藏族自治州,青海省,中国,37.3753,97.3731,0
2677A,教育园区,吴忠市,宁夏回族自治区,中国,37.9648,106.1532,0
2678A,高级中学,吴忠市,宁夏回族自治区,中国,37.9844,106.2025,0
2679A,新区二泵站,吴忠市,宁夏回族自治区,中国,37.9956,106.1856,3
2680A,沙坡头消防站(对照点),中卫市,宁夏回族自治区,中国,37.4635,105.0025,0
2681A,官桥站,中卫市,宁夏回族自治区,中国,37.0172,105.18,0
2682A,环保局站,中卫市,宁夏回族自治区,中国,37.5002,105.1971,0
2683A,马园(对照点),固原市,宁夏回族自治区,中国,36.1417,106.2319,0
2684A,监测站,固原市,宁夏回族自治区,中国,36.0022,106.2792,0
2685A,新区,固原市,宁夏回族自治区,中国,36.0211,106.2375,0
2686A,市环保局,新疆维吾尔自治区,新疆维吾尔自治区,中国,42.9418,89.1904,0
2687A,地区环保局,新疆维吾尔自治区,新疆维吾尔自治区,中国,42.9559,89.1673,0
2688A,地区监测站,新疆维吾尔自治区,新疆维吾尔自治区,中国,42.8172,93.5128,0
2689A,哈密师范学校,新疆维吾尔自治区,新疆维吾尔自治区,中国,42.8328,93.4961,0
2690A,天山天池(对照点),新疆维吾尔自治区,新疆维吾尔自治区,中国,43.8886,88.1236,0
2691A,州监测站,新疆维吾尔自治区,新疆维吾尔自治区,中国,44.0114,87.2997,0
2692A,新区政务中心,新疆维吾尔自治区,新疆维吾尔自治区,中国,44.0297,87.2717,0
2693A,市党校,新疆维吾尔自治区,新疆维吾尔自治区,中国,44.8556,82.0485,0
2694A,市环保局,新疆维吾尔自治区,新疆维吾尔自治区,中国,44.8969,82.0806,0
2695A,电视台,新疆维吾尔自治区,新疆维吾尔自治区,中国,41.1694,80.292,0
2696A,艺术中心,新疆维吾尔自治区,新疆维吾尔自治区,中国,41.1551,80.2613,4
2697A,市人民政府,新疆维吾尔自治区,新疆维吾尔自治区,中国,39.7142,76.1454,5
2698A,巡警大队,新疆维吾尔自治区,新疆维吾尔自治区,中国,39.4467,76.0072,10
2699A,吾办,新疆维吾尔自治区,新疆维吾尔自治区,中国,39.4694,75.9755,0
2700A,市环境监测站,新疆维吾尔自治区,新疆维吾尔自治区,中国,39.4682,75.9538,4
2701A,地区站(停运200629),新疆维吾尔自治区,新疆维吾尔自治区,中国,37.1152,79.9485,0
2702A,古江巴格乡院内(停运200629),新疆维吾尔自治区,新疆维吾尔自治区,中国,37.1013,79.9117,0
2703A,市环保局,新疆维吾尔自治区,新疆维吾尔自治区,中国,43.9404,81.2815,0
2704A,新政府片区,新疆维吾尔自治区,新疆维吾尔自治区,中国,43.9174,81.2996,3
2705A,第二水厂,新疆维吾尔自治区,新疆维吾尔自治区,中国,43.941,81.3364,0
2706A,东门外小游园,新疆维吾尔自治区,新疆维吾尔自治区,中国,46.7432,82.9994,0
2707A,小东沟(对照点),新疆维吾尔自治区,新疆维吾尔自治区,中国,47.9047,88.1214,0
2708A,市站,新疆维吾尔自治区,新疆维吾尔自治区,中国,47.8517,88.1264,0
2709A,艾青诗歌馆,新疆维吾尔自治区,新疆维吾尔自治区,中国,44.2967,86.0497,0
2710A,阳光学校,新疆维吾尔自治区,新疆维吾尔自治区,中国,44.3075,86.0697,0
2711A,农水大厦,新疆维吾尔自治区,新疆维吾尔自治区,中国,44.1756,87.5475,0
2835A,四十中小,攀枝花市,四川省,中国,26.567,101.7227,0
2842A,湖里中学,厦门市,福建省,中国,24.5058,118.0936,0
2845A,德盛苑,长治市,山西省,中国,36.1911,113.1569,0
2846A,体育西,广州市,广东省,中国,23.1322,113.3221,0
2858A,河西一经路,天津市,天津市,中国,39.2474,117.7918,0
2859A,津沽路,天津市,天津市,中国,38.9846,117.3747,0
2860A,宾水西道,天津市,天津市,中国,39.0845,117.1589,0
2862A,22中南校区,石家庄市,河北省,中国,38.0378,114.5481,0
2865A,榆次三中,晋中市,山西省,中国,37.6828,112.7195,0
2866A,外滩首府,运城市,山西省,中国,35.0439,111.0522,0
2867A,马茂庄小学,吕梁市,山西省,中国,37.51,111.1283,0
2868A,九站,吉林市,吉林省,中国,43.953,126.4739,0
2869A,五台山医院,扬州市,江苏省,中国,32.4155,119.447,2
2870A,市疾控中心,镇江市,江苏省,中国,32.1873,119.4424,0
2871A,万里国际学校,宁波市,浙江省,中国,29.9017,121.6147,0
2872A,南湖区残联,嘉兴市,浙江省,中国,30.7525,120.7846,0
2873A,仁皇山新区,湖州市,浙江省,中国,30.8955,120.0875,0
2874A,益益乳业工业园(停运200626),淮南市,安徽省,中国,32.646,117.0412,0
2875A,阜阳职业技术学院,阜阳市,安徽省,中国,32.8892,115.784,0
2876A,幼特教师范,潍坊市,山东省,中国,36.7339,119.0841,0
2877A,坊子邮政,潍坊市,山东省,中国,36.6523,119.1641,0
2878A,聊大东校,聊城市,山东省,中国,36.4343,116.0072,0
2880A,大石西路,成都市,四川省,中国,30.6558,104.0219,0
2881A,凯里学院,黔东南苗族侗族自治州,贵州省,中国,26.5311,107.8908,0
2882A,玉溪一中,玉溪市,云南省,中国,24.3703,102.5389,0
2883A,文体中心,玉溪市,云南省,中国,24.3389,102.5381,0
2884A,酒钢宾馆,嘉峪关市,甘肃省,中国,39.7978,98.2672,0
2885A,滨江中学,陇南市,甘肃省,中国,33.3826,104.9339,0
2897A,沈辽西路,沈阳市,辽宁省,中国,41.7347,123.2444,0
2900A,裕农路,沈阳市,辽宁省,中国,41.9086,123.5953,0
2902A,北辰小学,广安市,四川省,中国,30.4865,106.6351,0
2907A,吴兴区站,湖州市,浙江省,中国,30.8596,120.1844,0
2914A,苏山坪(对照点),巴中市,四川省,中国,31.8794,106.7677,0
2915A,职业中学,巴中市,四川省,中国,31.84139,106.7619,2
2916A,老干部局(停运190815),池州市,安徽省,中国,30.66,117.49,0
2919A,河北工业大学,廊坊市,河北省,中国,39.5453,116.7022,0
2920A,蓝田镇,漳州市,福建省,中国,24.506,117.7116,0
2921A,树下王站,绍兴市,浙江省,中国,30.0003,120.5483,11
2922A,大理道,天津市,天津市,中国,39.1067,117.1941,0
2923A,供排水公司(停运200102),大同市,山西省,中国,40.1114,113.2803,0
2924A,水乡路,银川市,宁夏回族自治区,中国,38.4418,106.2266,0
2925A,上海东路,银川市,宁夏回族自治区,中国,38.4842,106.2757,0
2926A,文昌北街,银川市,宁夏回族自治区,中国,38.497,106.1015,0
2929A,红卫路,黄冈市,湖北省,中国,30.4519,114.8858,0
2994A,武警支队(启用161031),金华市,浙江省,中国,29.1128,119.6533,0
2996A,市供电局,宿迁市,江苏省,中国,33.965,118.283,0
2997A,王营,泰州市,江苏省,中国,32.3289,119.8767,0
3000A,德源药业,连云港市,江苏省,中国,34.6972,119.3581,0
3002A,行政中心,常州市,江苏省,中国,31.8174,119.9805,0
3003A,经开区,常州市,江苏省,中国,31.7748,120.0522,0
3004A,宝龙广场,盐城市,江苏省,中国,33.3663,120.1544,0
3005A,鼓楼区政府,徐州市,江苏省,中国,34.29,117.1814,0
3006A,铜山区招生办,徐州市,江苏省,中国,34.1781,117.1694,0
3008A,胡沟管理处,连云港市,江苏省,中国,34.7519,119.3608,0
3009A,矿山设计院,连云港市,江苏省,中国,34.5911,119.1478,0
3010A,钟楼,常州市,江苏省,中国,31.7964,119.9025,2
3012A,西山林语,荆门市,湖北省,中国,31.0362,112.1849,0
3014A,歇台子,重庆市,重庆市,中国,29.5346,106.4958,0
3015A,龙井湾,重庆市,重庆市,中国,29.5728,106.4037,0
3016A,龙洲湾,重庆市,重庆市,中国,29.4153,106.5507,0
